PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
764,NA,24,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,NA,NA,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
779,49,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
783,50,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
785,49,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786,49,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
787,49,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
789,51,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
791,51,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
793,52,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
795,52,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,52,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
797,52,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
800,NA,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
801,NA,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,NA,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
806,53,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,53,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,NA,NA,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
817,NA,NA,NA,NA,NA,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1
830,50,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
831,54,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833,54,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
855,51,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
856,51,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
857,51,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
864,49,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
865,28,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
881,NA,NA,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
882,NA,NA,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
888,NA,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
889,NA,NA,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
891,NA,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
900,25,16,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
901,25,16,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
904,25,16,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,NA,NA,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1006,NA,NA,NA,6,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
